type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
DEBIT,UPI,199.0,6994.80,2023-12-01T18:39:14+05:30,2023-12-01,S42364769,UPI/333502903016/183913/UPI/billdeskrechargei,NA
DEBIT,UPI,250.0,6744.80,2023-12-01T21:59:01+05:30,2023-12-01,S53075868,UPI/333547819865/215900/UPI/9794155540ybl/UPI,NA
CREDIT,OTHERS,600.0,7344.80,2023-12-02T06:40:09+05:30,2023-12-02,S55898046,NEFT-AXNPN33368654568-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,500.0,6844.80,2023-12-02T15:54:24+05:30,2023-12-02,S79840370,UPI/370292291528/155423/UPI/9455566771ibl/Paym,NA
DEBIT,UPI,40.0,6804.80,2023-12-02T22:01:38+05:30,2023-12-02,S99439460,UPI/333696772184/220138/UPI/q936188905ybl/UPI,NA
CREDIT,OTHERS,1450.0,8254.80,2023-12-03T11:45:16+05:30,2023-12-03,S11085311,NEFT-AXNPN33373186693-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1000.0,7254.80,2023-12-03T14:02:06+05:30,2023-12-03,S17065065,UPI/370367943509/140205/UPI/9455566771ibl/Paym,NA
CREDIT,OTHERS,900.0,8154.80,2023-12-04T05:01:01+05:30,2023-12-04,S40320421,NEFT-AXNPN33387264701-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,239.0,7915.80,2023-12-04T13:19:24+05:30,2023-12-04,S56854138,UPI/370434730875/131924/UPI/billdeskrechargei,NA
DEBIT,UPI,1550.0,6365.80,2023-12-04T18:05:44+05:30,2023-12-04,S71167958,UPI/370448548188/180544/UPI/vimaltivari7874oks,NA
CREDIT,OTHERS,7560.0,13925.80,2023-12-05T07:08:30+05:30,2023-12-05,S85798345,NEFT-AXNPN33391170193-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,60.0,13865.80,2023-12-05T11:03:34+05:30,2023-12-05,S94215022,UPI/333992771315/110333/UPI/paytm-64670120payt,NA
DEBIT,UPI,13000.0,865.80,2023-12-05T15:50:06+05:30,2023-12-05,S8245037,UPI/333950785257/155006/UPI/bharatpe9006616689,NA
DEBIT,UPI,200.0,665.80,2023-12-05T23:14:29+05:30,2023-12-05,S28868292,UPI/333957307491/231428/UPI/q507904675ybl/UPI,NA
DEBIT,UPI,138.0,527.80,2023-12-06T22:50:22+05:30,2023-12-06,S73428649,UPI/370631069797/225021/UPI/q507904675ybl/UPI,NA
CREDIT,UPI,150.0,677.80,2023-12-07T10:23:24+05:30,2023-12-07,S80482921,UPI/370786267324/102324/UPI/7860606760ibl/Paym,NA
DEBIT,UPI,18.0,659.80,2023-12-07T21:50:04+05:30,2023-12-07,S15241089,UPI/334168717940/215003/UPI/q335760453ybl/UPI,NA
DEBIT,UPI,70.0,589.80,2023-12-07T22:07:21+05:30,2023-12-07,S15747533,UPI/370712119608/220720/UPI/q964443672ybl/UPI,NA
CREDIT,OTHERS,1630.0,2219.80,2023-12-08T06:03:54+05:30,2023-12-08,S17896665,NEFT-AXNPN33424653823-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,40.0,2179.80,2023-12-08T10:25:11+05:30,2023-12-08,S24488413,UPI/370803428559/102511/UPI/gpay-11217094612ok,NA
DEBIT,UPI,35.0,2144.80,2023-12-08T22:12:01+05:30,2023-12-08,S61952388,UPI/370882359642/221201/UPI/paytmqr1ny3qn38lnp,NA
CREDIT,OTHERS,210.0,2354.80,2023-12-09T06:39:54+05:30,2023-12-09,S63742607,NEFT-AXNPN33439210579-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,120.0,2234.80,2023-12-09T12:24:30+05:30,2023-12-09,S75452507,UPI/370905274145/122430/UPI/q289654467ybl/UPI,NA
DEBIT,UPI,40.0,2194.80,2023-12-09T22:09:46+05:30,2023-12-09,S3955340,UPI/334308908589/220945/UPI/q480037413ybl/UPI,NA
CREDIT,OTHERS,450.0,2644.80,2023-12-10T05:33:23+05:30,2023-12-10,S6367672,NEFT-AXNPN33443412565-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,2634.80,2023-12-10T21:24:06+05:30,2023-12-10,S39118940,UPI/371079371595/212405/UPI/7860606760ibl/Paym,NA
DEBIT,UPI,5.0,2629.80,2023-12-10T22:11:14+05:30,2023-12-10,S40366614,UPI/371012036515/221114/UPI/shoaibmansooriyoyo-,NA
CREDIT,OTHERS,2300.0,4929.80,2023-12-11T07:09:02+05:30,2023-12-11,S42569667,NEFT-AXNPN33457550249-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,30.0,4899.80,2023-12-11T22:04:19+05:30,2023-12-11,S85171309,UPI/334585401097/220419/UPI/q832137855ybl/UPI,NA
CREDIT,OTHERS,400.0,5299.80,2023-12-12T09:50:35+05:30,2023-12-12,S92455377,NEFT-AXNPN33461895162-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,239.0,5060.80,2023-12-12T14:45:43+05:30,2023-12-12,S7306397,UPI/334615011275/144543/UPI/billdeskrechargei,NA
CREDIT,OTHERS,2150.0,7210.80,2023-12-13T07:46:51+05:30,2023-12-13,S32418137,NEFT-AXNPN33476737709-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,55.0,7155.80,2023-12-13T10:29:35+05:30,2023-12-13,S38274715,UPI/371337156385/102935/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,300.0,6855.80,2023-12-13T16:56:42+05:30,2023-12-13,S57340776,UPI/334724475084/165642/UPI/bharatpe9005948825,NA
DEBIT,UPI,195.0,6660.80,2023-12-13T21:09:37+05:30,2023-12-13,S71409041,UPI/371368889985/210937/UPI/shoaibmansooriyoyo,NA
CREDIT,OTHERS,550.0,7210.80,2023-12-14T07:41:17+05:30,2023-12-14,S76649445,NEFT-AXNPN33481108384-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,7200.80,2023-12-14T10:47:17+05:30,2023-12-14,S84316708,UPI/334813799056/104716/UPI/q514575473ybl/UPI,NA
DEBIT,UPI,2000.0,5200.80,2023-12-14T17:25:19+05:30,2023-12-14,S3071234,UPI/371443124777/172518/UPI/shamsukhan88580-1o,NA
DEBIT,UPI,30.0,5170.80,2023-12-15T10:37:43+05:30,2023-12-15,S27147262,UPI/371571155720/103742/UPI/q329690445ybl/UPI,NA
CREDIT,OTHERS,700.0,5870.80,2023-12-16T07:49:37+05:30,2023-12-16,S63954496,NEFT-AXNPN33509669133-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,30.0,5840.80,2023-12-16T12:27:35+05:30,2023-12-16,S74530352,UPI/371683611974/122735/UPI/gpay-11208826927ok,NA
DEBIT,UPI,500.0,5340.80,2023-12-16T19:12:46+05:30,2023-12-16,S94836379,UPI/335029426653/191246/UPI/mohitkingguptaoksb,NA
CREDIT,OTHERS,1100.0,6440.80,2023-12-17T07:54:58+05:30,2023-12-17,S6337649,NEFT-AXNPN33513397481-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,500.0,6940.80,2023-12-17T10:31:15+05:30,2023-12-17,S11072292,UPI/335186799080/103116/UPI/shivangdwivedi427o,NA
DEBIT,UPI,120.0,6820.80,2023-12-17T10:34:36+05:30,2023-12-17,S11230543,UPI/371763948785/103436/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,20.0,6800.80,2023-12-17T17:08:49+05:30,2023-12-17,S29767765,UPI/335194173550/170848/UPI/saxenajitender07ok,NA
DEBIT,UPI,30.0,6770.80,2023-12-17T22:13:10+05:30,2023-12-17,S44956745,UPI/371701526426/221310/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,1150.0,7920.80,2023-12-18T03:35:02+05:30,2023-12-18,C42691542,NEFT-AXNPN33528038027-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1300.0,6620.80,2023-12-18T14:10:53+05:30,2023-12-18,S64613100,UPI/371855202317/141053/UPI/shamsukhan1ybl/UPI,NA
CREDIT,OTHERS,1820.0,8440.80,2023-12-18T19:03:32+05:30,2023-12-18,S79868584,IMPS/P2A/335219855298/PHONEPEPRIVATEL/IMPSAXB9111,NA
DEBIT,UPI,40.0,8400.80,2023-12-19T10:42:35+05:30,2023-12-19,S97481992,UPI/371951549252/104235/UPI/paytmqrihdoh922agp,NA
DEBIT,UPI,500.0,7900.80,2023-12-19T18:38:36+05:30,2023-12-19,S20789100,UPI/335356768557/183836/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,25.0,7875.80,2023-12-19T21:13:49+05:30,2023-12-19,S28854147,UPI/371959485720/211349/UPI/paytmqr6dtdychd3vp,NA
CREDIT,OTHERS,1100.0,8975.80,2023-12-20T05:29:58+05:30,2023-12-20,S32575219,NEFT-AXNPN33546662187-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,900.0,8075.80,2023-12-20T15:07:42+05:30,2023-12-20,S52112522,UPI/372080094907/150742/UPI/6387326203ybl/UPI,NA
CREDIT,OTHERS,1175.51,9251.31,2023-12-21T05:13:39+05:30,2023-12-21,S74875704,NEFT-AXNPN33551284935-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,300.0,9551.31,2023-12-21T15:23:52+05:30,2023-12-21,S95105633,UPI/335528082440/152353/UPI/payoutspaytm/20231,NA
DEBIT,UPI,500.0,9051.31,2023-12-21T19:07:06+05:30,2023-12-21,S6917460,UPI/372104348504/190706/UPI/mohitkingguptaoksb,NA
CREDIT,OTHERS,2440.0,11491.31,2023-12-22T06:07:33+05:30,2023-12-22,S16854396,NEFT-AXNPN33565583691-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,30.0,11461.31,2023-12-22T19:51:31+05:30,2023-12-22,S51050270,UPI/372278597104/195131/UPI/q935592796ybl/UPI,NA
DEBIT,UPI,25.0,11436.31,2023-12-22T19:57:17+05:30,2023-12-22,S51369368,UPI/372265400375/195717/UPI/q935592796ybl/UPI,NA
CREDIT,OTHERS,2730.0,14166.31,2023-12-23T08:18:27+05:30,2023-12-23,S59932009,NEFT-AXNPN33570013984-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,240.9,13925.41,2023-12-23T11:57:15+05:30,2023-12-23,S68222735,UPI/335700116123/115715/UPI/euronetgpayrchici,NA
DEBIT,UPI,15.0,13910.41,2023-12-23T12:13:42+05:30,2023-12-23,S68939587,UPI/372373619926/121341/UPI/gpaybillpayrchg2a,NA
CREDIT,OTHERS,800.0,14710.41,2023-12-24T06:08:56+05:30,2023-12-24,S97651543,NEFT-AXNPN33584447789-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,55.0,14655.41,2023-12-24T10:27:47+05:30,2023-12-24,S2844727,UPI/372496057641/102747/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,3000.0,11655.41,2023-12-24T18:11:58+05:30,2023-12-24,S22736107,UPI/335848274773/181158/UPI/saxenajitender07ok,NA
DEBIT,UPI,500.0,11155.41,2023-12-24T18:45:51+05:30,2023-12-24,S24675117,UPI/335863872184/184551/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,500.0,10655.41,2023-12-24T19:31:40+05:30,2023-12-24,S27150470,UPI/372404972339/193140/UPI/shivampandit199999,NA
DEBIT,UPI,100.0,10555.41,2023-12-24T21:29:53+05:30,2023-12-24,S31967810,UPI/335830087206/212953/UPI/bharatpe90725406876,NA
DEBIT,UPI,1000.0,9555.41,2023-12-25T11:14:05+05:30,2023-12-25,S41901541,UPI/372560809534/111405/UPI/9793543675axl/UPI,NA
CREDIT,UPI,700.0,10255.41,2023-12-25T12:12:22+05:30,2023-12-25,S44382704,UPI/335973197398/121223/UPI/shivangdwivedi427o,NA
CREDIT,UPI,1.0,10256.41,2023-12-25T13:04:24+05:30,2023-12-25,S46704648,UPI/335925943300/130425/UPI/goog-paymentokaxis,NA
DEBIT,UPI,2400.0,7856.41,2023-12-25T20:21:17+05:30,2023-12-25,S66362771,UPI/335940420583/202116/UPI/7376946640icici/UP,NA
DEBIT,UPI,2520.0,5336.41,2023-12-25T20:45:46+05:30,2023-12-25,S67383204,UPI/372526813165/204545/UPI/q880116575ybl/UPI,NA
CREDIT,OTHERS,850.0,6186.41,2023-12-26T06:54:12+05:30,2023-12-26,S72046285,NEFT-AXNPN33602337168-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,200.0,6386.41,2023-12-27T05:09:47+05:30,2023-12-27,C51250872,NEFT-AXNPN33616881110-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,240.9,6145.51,2023-12-27T15:30:42+05:30,2023-12-27,S34755767,UPI/336181979022/153041/UPI/euronetgpayrchici,NA
DEBIT,UPI,5000.0,1145.51,2023-12-27T15:39:10+05:30,2023-12-27,S35131879,UPI/336104091768/153910/UPI/saxenajitender07ok,NA
DEBIT,UPI,500.0,645.51,2023-12-27T18:49:55+05:30,2023-12-27,S44940945,UPI/372733297191/184954/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,500.0,145.51,2023-12-27T18:55:23+05:30,2023-12-27,S45269418,UPI/336133795570/185523/UPI/8795417446ybl/UPI,NA
DEBIT,UPI,15.0,130.51,2023-12-27T21:55:29+05:30,2023-12-27,S53892740,UPI/372733820293/215529/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,228.0,358.51,2023-12-28T04:55:22+05:30,2023-12-28,C52477671,NEFT-AXNPN33621080639-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,20.0,338.51,2023-12-28T22:12:41+05:30,2023-12-28,S98282187,UPI/372822688843/221240/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,550.0,888.51,2023-12-29T06:00:15+05:30,2023-12-29,S99871885,NEFT-AXNPN33635402991-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,878.51,2023-12-29T20:35:44+05:30,2023-12-29,S35656051,UPI/372930190454/203544/UPI/7860606760ybl/Paym,NA
DEBIT,UPI,500.0,378.51,2023-12-30T18:25:07+05:30,2023-12-30,S70177348,UPI/336476727068/182506/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,78.0,300.51,2023-12-30T21:51:53+05:30,2023-12-30,S80172139,UPI/373061926906/215153/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,1059.0,1359.51,2023-12-31T08:21:10+05:30,2023-12-31,C55479130,NEFT-AXNPN33654400751-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,700.0,2059.51,2023-12-31T16:41:01+05:30,2023-12-31,S3106234,UPI/373135141185/164102/UPI/6386923805ibl/Paym,NA
CREDIT,OTHERS,250.0,2309.51,2024-01-01T03:54:55+05:30,2024-01-01,S22044780,NEFT-AXNPN40018693141-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,5000.0,7309.51,2024-01-01T18:37:59+05:30,2024-01-01,S54353112,UPI/436734007951/183800/UPI/9910619719ibl/Paym,NA
CREDIT,OTHERS,900.0,8209.51,2024-01-01T18:40:22+05:30,2024-01-01,S54489585,IMPS/P2A/400118123422/PHONEPEPRIVATEL/IMPSAXB9111,NA
DEBIT,UPI,1720.0,6489.51,2024-01-01T19:53:46+05:30,2024-01-01,S58849645,UPI/436779823204/195345/UPI/q880116575ybl/UPI,NA
CREDIT,UPI,120.0,6609.51,2024-01-01T19:54:34+05:30,2024-01-01,S58892581,UPI/400130671636/195435/UPI/rk5282872oksbi/UPI,NA
DEBIT,UPI,3375.0,3234.51,2024-01-01T20:06:06+05:30,2024-01-01,S59542582,UPI/436724717557/200606/UPI/8787297888axl/UPI,NA
DEBIT,UPI,500.0,2734.51,2024-01-02T18:34:13+05:30,2024-01-02,S1858975,UPI/436863651808/183412/UPI/mohitkingguptaokhd,NA
DEBIT,UPI,60.0,2674.51,2024-01-02T19:57:49+05:30,2024-01-02,S7111681,UPI/436837271647/195749/UPI/q935592796ybl/UPI,NA
DEBIT,UPI,250.0,2424.51,2024-01-02T21:04:45+05:30,2024-01-02,S10520468,UPI/436856768415/210445/UPI/q936188905ybl/UPI,NA
CREDIT,OTHERS,70.0,2494.51,2024-01-03T06:24:58+05:30,2024-01-03,C61050184,NEFT-AXNPN40037669598-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,20.0,2474.51,2024-01-03T20:43:57+05:30,2024-01-03,S55541407,UPI/436994109824/204357/UPI/q716267772ybl/UPI,NA
CREDIT,OTHERS,600.0,3074.51,2024-01-04T05:55:55+05:30,2024-01-04,S60603109,NEFT-AXNPN40042250767-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1500.0,1574.51,2024-01-04T18:29:40+05:30,2024-01-04,S92574305,UPI/437000740083/182939/UPI/bharatpe9006231703,NA
DEBIT,UPI,241.0,1333.51,2024-01-04T19:59:28+05:30,2024-01-04,S98131690,UPI/437013084601/195928/UPI/JIOINAPPDIRECTybl/,NA
CREDIT,OTHERS,550.0,1883.51,2024-01-06T06:21:32+05:30,2024-01-06,S51757447,NEFT-AXNPN40061458299-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1500.0,383.51,2024-01-06T14:07:33+05:30,2024-01-06,S68666256,UPI/437240122351/140733/UPI/8299743442paytm/UP,NA
CREDIT,OTHERS,2100.0,2483.51,2024-01-08T04:11:11+05:30,2024-01-08,S38544589,NEFT-AXNPN40080707738-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,500.0,1983.51,2024-01-08T13:10:34+05:30,2024-01-08,S53866288,UPI/437478314150/131033/UPI/goldykashyap1992ok,NA
DEBIT,UPI,500.0,1483.51,2024-01-08T18:48:50+05:30,2024-01-08,S72731366,UPI/400843626406/184849/UPI/mohitkingguptaokax,NA
DEBIT,UPI,200.0,1283.51,2024-01-08T21:55:11+05:30,2024-01-08,S82825777,UPI/400864443405/215511/UPI/shivampandit199999,NA
DEBIT,UPI,240.9,1042.61,2024-01-09T14:48:22+05:30,2024-01-09,S4353360,UPI/400964365351/144822/UPI/euronetgpayrchici,NA
DEBIT,UPI,15.0,1027.61,2024-01-09T19:07:56+05:30,2024-01-09,S18684460,UPI/437518177340/190756/UPI/gpaybillpayrchg2a,NA
DEBIT,UPI,300.0,727.61,2024-01-09T19:25:49+05:30,2024-01-09,S19810043,UPI/437539270785/192548/UPI/gpay-11227240434ok,NA
CREDIT,OTHERS,790.0,1517.61,2024-01-10T05:21:07+05:30,2024-01-10,S30176504,NEFT-AXNPN40100149349-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,500.0,1017.61,2024-01-10T19:04:49+05:30,2024-01-10,S67007312,UPI/401014519166/190449/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,140.0,877.61,2024-01-10T20:22:52+05:30,2024-01-10,S72142003,UPI/401085033267/202251/UPI/q935592796ybl/UPI,NA
CREDIT,UPI,1.0,878.61,2024-01-10T21:01:34+05:30,2024-01-10,S74236791,UPI/437669522726/210134/UPI/9451168065ybl/Paym,NA
CREDIT,UPI,1999.0,2877.61,2024-01-10T21:06:24+05:30,2024-01-10,S74475100,UPI/437612889834/210625/UPI/9451168065ybl/Paym,NA
DEBIT,UPI,1000.0,1877.61,2024-01-11T14:34:37+05:30,2024-01-11,S98208092,UPI/437756563312/143436/UPI/saxenajitender07ok,NA
CREDIT,OTHERS,470.0,2347.61,2024-01-12T04:37:24+05:30,2024-01-12,S24494436,NEFT-AXNPN40129380265-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,110.0,2237.61,2024-01-12T10:29:19+05:30,2024-01-12,S31002290,UPI/437870398717/102918/UPI/q936188905ybl/UPI,NA
CREDIT,OTHERS,690.0,2927.61,2024-01-12T18:18:12+05:30,2024-01-12,S57461308,IMPS/P2A/401218945872/PHONEPEPRIVATEL/IMPSAXB9111,NA
DEBIT,UPI,220.0,2707.61,2024-01-12T21:32:52+05:30,2024-01-12,S69086670,UPI/401237433415/213252/UPI/q507904675ybl/UPI,NA
DEBIT,UPI,500.0,2207.61,2024-01-13T18:45:23+05:30,2024-01-13,S5157933,UPI/437912962573/184520/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,350.0,1857.61,2024-01-13T19:33:41+05:30,2024-01-13,S8174520,UPI/401328579453/193339/UPI/paytm-71838008payt,NA
DEBIT,UPI,100.0,1757.61,2024-01-13T19:38:59+05:30,2024-01-13,S8500485,UPI/401359480420/193858/UPI/q750803548ybl/UPI,NA
CREDIT,OTHERS,290.0,2047.61,2024-01-14T06:39:15+05:30,2024-01-14,S17557289,NEFT-AXNPN40148769252-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,15.0,2032.61,2024-01-14T21:21:31+05:30,2024-01-14,S53186686,UPI/438054916697/212131/UPI/billdeskrechargei,NA
DEBIT,UPI,110.0,1922.61,2024-01-15T11:18:03+05:30,2024-01-15,S65262787,UPI/438172623880/111802/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,80.0,1842.61,2024-01-15T19:45:32+05:30,2024-01-15,S91151837,UPI/438116451940/194532/UPI/q503192015ybl/UPI,NA
CREDIT,OTHERS,1500.0,3342.61,2024-01-16T05:07:02+05:30,2024-01-16,S99372901,NEFT-AXNPN40167082884-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,3332.61,2024-01-16T19:10:49+05:30,2024-01-16,S31325951,UPI/438247893470/191048/UPI/q861339801ybl/UPI,NA
CREDIT,UPI,150.0,3482.61,2024-01-16T21:35:13+05:30,2024-01-16,S38717963,UPI/401682428368/213514/UPI/amaankhanfbd1ybl/P,NA
DEBIT,UPI,10.0,3472.61,2024-01-17T11:51:02+05:30,2024-01-17,S51624165,UPI/438399108560/115102/UPI/gpay-11220387437ok,NA
DEBIT,UPI,10.0,3462.61,2024-01-17T20:20:55+05:30,2024-01-17,S78203620,UPI/438317864727/202055/UPI/7860606760ybl/Paym,NA
DEBIT,UPI,300.0,3162.61,2024-01-18T18:49:59+05:30,2024-01-18,S16339465,UPI/438460673818/184958/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,15.0,3147.61,2024-01-18T19:51:29+05:30,2024-01-18,S19970657,UPI/401836984584/195129/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,240.9,2906.71,2024-01-19T11:59:03+05:30,2024-01-19,S38157480,UPI/438527404958/115902/UPI/euronetgpayrchici,NA
DEBIT,UPI,500.0,2406.71,2024-01-19T16:40:07+05:30,2024-01-19,S51531767,UPI/438575279094/164006/UPI/meenabanti9381ibl/,NA
DEBIT,UPI,155.0,2251.71,2024-01-19T20:31:13+05:30,2024-01-19,S64775227,UPI/438568020964/203112/UPI/ptsameertiwarioksb,NA
CREDIT,OTHERS,90.0,2341.71,2024-01-20T05:18:36+05:30,2024-01-20,S70936878,NEFT-AXNPN40205732267-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,580.0,2921.71,2024-01-21T06:02:52+05:30,2024-01-21,S15213055,NEFT-AXNPN40210525110-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,300.0,2621.71,2024-01-21T19:06:36+05:30,2024-01-21,S43740992,UPI/438764410634/190636/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,50.0,2571.71,2024-01-21T19:34:28+05:30,2024-01-21,S45316378,UPI/402102817981/193427/UPI/paytmqr168mbo7u8up,NA
DEBIT,UPI,10.0,2561.71,2024-01-22T13:46:05+05:30,2024-01-22,S68374672,UPI/402204140913/134604/UPI/rlsrls611okaxis/UP,NA
CREDIT,OTHERS,350.0,2911.71,2024-01-24T04:34:42+05:30,2024-01-24,S33211036,NEFT-AXNPN40242398567-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,240.9,2670.81,2024-01-24T17:47:55+05:30,2024-01-24,S60427511,UPI/402445024965/174754/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,500.0,2170.81,2024-01-24T18:42:09+05:30,2024-01-24,S63675166,UPI/402463511768/184209/UPI/mohitkingguptaoksb,NA
CREDIT,OTHERS,300.0,2470.81,2024-01-26T05:16:51+05:30,2024-01-26,S19351993,NEFT-AXNPN40260945206-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,260.0,2210.81,2024-01-26T19:20:40+05:30,2024-01-26,S49792691,UPI/439231012421/192040/UPI/9794155540-2ybl/UP,NA
CREDIT,OTHERS,550.0,2760.81,2024-01-27T04:18:22+05:30,2024-01-27,S58852979,NEFT-AXNPN40275270663-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,120.0,2640.81,2024-01-27T10:40:05+05:30,2024-01-27,S64911289,UPI/439337530490/104005/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,500.0,2140.81,2024-01-27T18:58:28+05:30,2024-01-27,S87911468,UPI/402787347044/185827/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,35.0,2105.81,2024-01-27T20:20:33+05:30,2024-01-27,S92353250,UPI/402792564133/202032/UPI/q467757807ybl/UPI,NA
CREDIT,OTHERS,1720.0,3825.81,2024-01-28T04:16:50+05:30,2024-01-28,S98235638,NEFT-AXNPN40289411150-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,15.0,3810.81,2024-01-28T13:58:21+05:30,2024-01-28,S12240984,UPI/439477969974/135821/UPI/billdeskrechargei,NA
DEBIT,UPI,800.0,3010.81,2024-01-28T14:37:28+05:30,2024-01-28,S13761771,UPI/439417473158/143727/UPI/saxenajitender07ok,NA
DEBIT,UPI,50.0,2960.81,2024-01-28T20:02:17+05:30,2024-01-28,S28770350,UPI/402845097455/200216/UPI/bharatpe90725406876,NA
CREDIT,OTHERS,1850.0,4810.81,2024-01-29T04:36:54+05:30,2024-01-29,S34806216,NEFT-AXNPN40293250185-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,100.0,4910.81,2024-01-29T21:07:49+05:30,2024-01-29,S74448876,UPI/402951045257/210749/UPI/shivampandit199999,NA
CREDIT,OTHERS,800.0,5710.81,2024-01-30T06:36:50+05:30,2024-01-30,S79776273,NEFT-AXNPN40307831851-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,80.0,5630.81,2024-01-30T10:44:32+05:30,2024-01-30,S86243142,UPI/403001042078/104432/UPI/1850593898688amair,NA
DEBIT,UPI,7.0,5623.81,2024-01-30T15:13:21+05:30,2024-01-30,S98958198,UPI/439677560297/151321/UPI/bharatpe9006872372,NA
DEBIT,UPI,500.0,5123.81,2024-01-30T19:07:51+05:30,2024-01-30,S10972971,UPI/403085677146/190750/UPI/mohitkingguptaoksb,NA
CREDIT,OTHERS,207.0,5330.81,2024-01-31T05:15:11+05:30,2024-01-31,S22028058,NEFT-AXNPN40312286488-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,5000.0,330.81,2024-01-31T14:55:18+05:30,2024-01-31,S42040506,UPI/439726896337/145517/UPI/saxenajitender07ok,NA
CREDIT,UPI,100.0,430.81,2024-01-31T19:17:57+05:30,2024-01-31,S56435699,UPI/439702920595/191758/UPI/shivampandit199999,NA
DEBIT,UPI,100.0,330.81,2024-01-31T19:58:20+05:30,2024-01-31,S58920801,UPI/439755826335/195819/UPI/q987204052ybl/UPI,NA
